geom,x,y
1,37.153958230131686,10.79134534655654
2,14.242683595843156,24.798578575155258
3,-13.56208869479483,25.001346414437904
4,17.00946739831258,-1.4921589942165387
5,24.54551992701016,0.0396132169866615
6,-2.800721365192631,16.848584262010036
7,17.35757330506621,-16.1900157977509
8,38.33365131165474,-12.646895766548338
9,30.948857306334183,3.0711305093714847
10,26.16763472452854,4.714210576362169
11,12.14007681687701,4.287245000956825
12,1.2084713535386733,8.115913242207785
13,-12.472493103097598,9.627640539961163
14,28.382898926029583,-10.855014174955809
15,20.026521232987733,-8.192360889252198
16,38.1551529776408,3.434876173447669
17,35.8531807302424,-17.779572461126804
18,12.420753738307544,8.90952084399296
19,35.42900934048202,22.397479310118833
20,24.707183134168663,19.89748879893921
21,17.556808038817735,-26.030219366583292
22,47.187484778685715,-18.231830300661244
23,21.76989275312932,-23.41912510872797
24,17.21780240626851,1.9878277539014069
25,16.897529588575672,0.9120377029630832
26,27.735707882587903,-5.298687242008776
27,27.164454177408373,-15.418848869466975
28,21.88185654477451,-13.94721022159871
29,10.232502358882876,18.602830811351232
30,4.89680059441519,7.19331907612718
31,20.96758635619834,14.746414309187072
32,16.17234155589543,23.422753388617075
33,-0.4524916519077884,8.355046309964704
34,11.320085579856164,20.685970644077905
35,10.41405182396569,18.072038194588067
36,23.420531252083215,11.958111477779765
37,29.154402293676732,30.800243709763237
38,16.242619854051085,-19.666859129999327
39,13.95526670954428,12.667023063370303
40,46.66934895800435,-18.29571963109397
41,37.82214315369678,-12.51250550995696
42,43.16792684473593,5.1022841535097685
43,13.507877405726962,-18.659526839559852
44,11.323399724647416,1.4743091698839053
45,6.240133143681614,13.88855142121774
46,32.47319479297353,-1.043474932628926
47,30.319633619448915,1.986919494929583
48,25.36385384902021,5.0145206683849715
49,-9.545685121266011,10.446161606317588
50,25.143946901206405,-19.87158519443231
51,-4.089355647118065,13.169469520058922
52,43.800140225827555,3.6626707607809057
53,7.372965154383355,10.349944519651538
54,-11.190557648735762,17.350840755862993
55,21.3585243090144,6.327758109844784
56,37.107744835087736,0.18766168054856192
57,14.917849250134587,-25.64381785632047
58,40.516280944623354,6.175866091802406
59,18.901999862959997,-26.289164605530548
60,-13.2242599009783,20.166407798263386
61,24.038640228737925,0.253586965687404
62,41.20802757917524,2.221568897299705
63,9.523358275166792,15.783470686806847
64,-3.360140658673762,26.001877211402117
65,31.575184258505654,6.083239981027194
66,25.117457446431857,-21.626517839577257
67,21.682717377699618,16.21833114368308
68,48.474202943767025,7.484960728624388
69,18.133027383512655,-31.42755217683417
70,40.74992440599838,1.0317887987675354
71,27.821826533119307,-19.514082925644217
72,26.735597652255848,-16.136597409382592
73,23.088509227146595,3.6616935096785177
74,41.37591398744521,9.289459426689826
75,14.841362594680705,20.609026618905084
76,12.209666822891888,23.260729114626734
77,23.065663710189703,7.055929047794094
78,24.34552093571797,-24.773307274826255
79,16.94751361049088,-13.247637794537953
80,50.58374415105297,11.365533375136003
81,21.64456423541175,19.8676640866736
82,34.747371475260195,-12.089560252725455
83,22.51162125562434,-7.75859599069062
84,15.303623228003763,17.062282954011042
85,-16.75020365067755,12.819748421035293
86,-3.50860868781883,9.986577155887286
87,-8.22170848345717,31.588727980826835
88,25.610021994559368,-0.9856076253550838
89,6.7178126133316916,5.291265322084254
90,20.65350337829068,3.1269329422085046
91,18.113067204550138,11.86858794920453
92,11.389214710869664,7.683443922684815
93,15.645483225184364,12.53419966431323
94,3.1398582577317633,25.140405595288723
95,41.10144054146857,3.2802808010160205
96,30.95266967273613,-6.612618870847777
97,6.413971491687139,22.062676145663428
98,26.641341639460663,-12.952676115986945
99,24.444683018187973,3.444225759576928
100,7.435493008527445,9.343667290365309
101,15.30216181119492,-6.656970152653423
102,22.52015409537706,-27.757834371499055
103,43.12122645484619,0.915470406617038
104,33.28998502356524,13.46956368563036
105,7.165007248032083,25.72237148937846
106,41.572472343172805,12.02799113453697
107,5.618384933713848,28.55686817735171
108,18.369439289535485,3.204062115431942
109,29.01763070745269,-24.141431269946384
110,33.93753338630251,-9.570109818773744
111,7.805011406241217,19.31388696283356
112,-1.7685634887535606,14.171830506426996
113,10.248337744437048,28.686751933888782
114,31.321446957334864,-4.360648270485858
115,42.32402498027026,1.199829777773315
116,34.59638708276009,8.498216898093972
117,11.468864625890262,28.60708678355788
118,-10.464294890892884,28.33576295326268
119,43.762020327870346,9.072684321977274
120,20.9757039681714,1.2057016151616504
121,35.79153192966498,-13.750111622973211
122,28.928884138968613,5.100473473657538
123,0.11324287729035376,12.027521105824269
124,12.143312421102678,7.338017234058402
125,-2.7112995626436742,14.60003520757229
126,28.832982778089637,2.071589830892285
127,20.30323860481733,2.337293216736946
128,24.772967749253866,11.885797960973036
129,35.1662303287757,0.048093075230491
130,43.105992835530664,8.752980375997694
131,29.43811285946788,-6.185042085874039
132,30.73812469908436,-3.438821742908523
133,22.896293637246544,7.993693381353246
134,22.75710946628663,22.40253450046595
135,31.468826338698477,18.154181647338685
136,32.04780120420883,-22.85214057192704
137,17.99289436855227,28.849920570835422
138,-3.6674325441136713,7.046613772805697
139,31.14002179703495,15.480019722005032
140,-9.31025630605335,20.82236369196654
141,33.37482173529729,-0.3291437942285053
142,9.72585470835526,10.728269271410383
143,29.588223250200123,-17.791194177370723
144,33.50064511250899,-4.371516839046383
145,37.13076233733312,13.114462476780096
146,30.397035272346656,19.5079066536574
147,41.83807224488124,2.0556596759808143
148,0.2158668616507704,16.645133023697714
149,0.5938537927537375,9.770537234719528
150,-10.53303259742982,6.115676924903908
151,-4.731812032273194,20.87841907625774
152,36.840800668541384,17.342870949721796
153,19.495410449354058,15.62266081498308
154,38.18966077568625,-11.871673663917685
155,-0.9569703924621606,29.54968354867195
156,47.213915669791405,8.558407432024351
157,14.97243024481645,16.18663541844142
158,45.481516934145674,-22.38978716527024
159,-7.352023226323446,27.830378700367888
160,20.852659883059864,12.512243243877384
161,33.1032969311995,-18.288107659331786
162,3.6783490119504343,13.74788258172176
163,18.83086857812321,16.77498318201744
164,14.537063357925412,-6.945350047779999
165,23.933387004977327,9.421198200485474
166,34.95009607682797,-3.9160418246082926
167,47.361108856297605,8.708201988035684
168,44.495352669960894,-22.04303072024537
169,37.77124726246308,-5.525677561570259
170,3.863958790430963,32.24040461184599
171,-14.161928973022896,11.449763773401012
172,-1.491177805372466,11.50202248453392
173,35.45824536396738,16.33276009872038
174,36.79668737457541,5.44313210017875
175,36.16867465992954,19.36711735342781
176,25.616920971617542,9.924550603428578
177,18.87956463528693,14.390298693824995
178,5.087278341028689,8.279449442926595
179,16.378765987728997,-14.479477569968846
180,30.129649038954675,-0.6023524197929847
181,15.998181566461916,20.08975862511835
182,6.965652085170326,21.096236684248012
183,21.604465405648895,-12.88350798883461
184,40.9600549317337,12.250628300056729
185,-14.052800684894436,22.199126849410117
186,25.29141163234602,-10.060065336156605
187,29.022591089503784,23.719597265441767
188,-0.04480670653603269,16.980351808315294
189,-15.021334393039872,12.877493358482708
190,38.10418032419363,-11.440823466391778
191,12.956233871903002,-4.953962448910407
192,46.305810001662174,10.058491570831654
193,9.51148858216127,6.763249398408761
194,14.637103172514571,-3.359832152488251
195,46.611012867467664,4.073832314015418
196,21.425495175534124,-18.49168217844703
197,1.3466884536277846,18.731466756742947
198,35.1592748287177,2.4124467340575624
199,12.490340325554335,2.2107354138219817
200,4.661880819939817,22.18737244092712
201,2.937995747656323,6.522555641750969
202,38.526716072907384,-0.11066374258023293
203,-7.5961042192501615,7.705325221618899
204,-16.025091491034722,22.269897045787783
205,-12.657364722941349,26.29072798986067
206,-13.291779599459431,10.27673978291832
207,27.920942018847427,1.786082939205659
208,13.279584922047649,-18.002936053618463
209,-1.8338158053728435,25.736269109120236
210,14.08098301005696,0.3253664467071202
211,24.7588532375267,20.695729839035614
212,35.712752690006624,-0.8396441632750625
213,24.70700956880831,12.08223241326141
214,32.15182232734032,23.361127524408076
215,2.6382188717336668,7.105876600270323
216,20.891916573593903,-18.234142382031465
217,19.721624562571037,11.71736457655257
218,17.04909628397383,11.377133264050329
219,-12.156936652784257,10.847570645432311
220,28.667145977542567,27.739658385355984
221,-13.563910994988694,22.684640826007456
222,27.136983810428816,13.382892021999606
